"target","location","forecast_date","target_end_date","quantile","value","type"
"2 day ahead inc hosp","34",2022-08-22,2022-08-24,0.95,234.05,"quantile"
"3 day ahead inc hosp","34",2022-08-22,2022-08-25,0.95,238.05,"quantile"
"4 day ahead inc hosp","34",2022-08-22,2022-08-26,0.95,231,"quantile"
"5 day ahead inc hosp","34",2022-08-22,2022-08-27,0.95,232,"quantile"
"6 day ahead inc hosp","34",2022-08-22,2022-08-28,0.95,233,"quantile"
"7 day ahead inc hosp","34",2022-08-22,2022-08-29,0.95,234,"quantile"
"8 day ahead inc hosp","34",2022-08-22,2022-08-30,0.95,233,"quantile"
"9 day ahead inc hosp","34",2022-08-22,2022-08-31,0.95,236,"quantile"
"10 day ahead inc hosp","34",2022-08-22,2022-09-01,0.95,234,"quantile"
"11 day ahead inc hosp","34",2022-08-22,2022-09-02,0.95,239.05,"quantile"
"12 day ahead inc hosp","34",2022-08-22,2022-09-03,0.95,237,"quantile"
"13 day ahead inc hosp","34",2022-08-22,2022-09-04,0.95,234,"quantile"
"14 day ahead inc hosp","34",2022-08-22,2022-09-05,0.95,234.05,"quantile"
"15 day ahead inc hosp","34",2022-08-22,2022-09-06,0.95,236,"quantile"
"16 day ahead inc hosp","34",2022-08-22,2022-09-07,0.95,225,"quantile"
"17 day ahead inc hosp","34",2022-08-22,2022-09-08,0.95,230.05,"quantile"
"18 day ahead inc hosp","34",2022-08-22,2022-09-09,0.95,225.05,"quantile"
"19 day ahead inc hosp","34",2022-08-22,2022-09-10,0.95,230.05,"quantile"
"20 day ahead inc hosp","34",2022-08-22,2022-09-11,0.95,235.05,"quantile"
"21 day ahead inc hosp","34",2022-08-22,2022-09-12,0.95,234,"quantile"
"22 day ahead inc hosp","34",2022-08-22,2022-09-13,0.95,232.05,"quantile"
"23 day ahead inc hosp","34",2022-08-22,2022-09-14,0.95,230,"quantile"
"24 day ahead inc hosp","34",2022-08-22,2022-09-15,0.95,229,"quantile"
"25 day ahead inc hosp","34",2022-08-22,2022-09-16,0.95,234.05,"quantile"
"26 day ahead inc hosp","34",2022-08-22,2022-09-17,0.95,230.05,"quantile"
"27 day ahead inc hosp","34",2022-08-22,2022-09-18,0.95,235.05,"quantile"
"28 day ahead inc hosp","34",2022-08-22,2022-09-19,0.95,228,"quantile"
"29 day ahead inc hosp","34",2022-08-22,2022-09-20,0.95,230.05,"quantile"
"30 day ahead inc hosp","34",2022-08-22,2022-09-21,0.95,242,"quantile"
"1 day ahead inc hosp","34",2022-08-22,2022-08-23,0.975,267,"quantile"
"2 day ahead inc hosp","34",2022-08-22,2022-08-24,0.975,253,"quantile"
"3 day ahead inc hosp","34",2022-08-22,2022-08-25,0.975,265,"quantile"
"4 day ahead inc hosp","34",2022-08-22,2022-08-26,0.975,250.025,"quantile"
"5 day ahead inc hosp","34",2022-08-22,2022-08-27,0.975,257.05,"quantile"
"6 day ahead inc hosp","34",2022-08-22,2022-08-28,0.975,252,"quantile"
"7 day ahead inc hosp","34",2022-08-22,2022-08-29,0.975,257,"quantile"
"8 day ahead inc hosp","34",2022-08-22,2022-08-30,0.975,255,"quantile"
"9 day ahead inc hosp","34",2022-08-22,2022-08-31,0.975,251.05,"quantile"
"10 day ahead inc hosp","34",2022-08-22,2022-09-01,0.975,256.025,"quantile"
"11 day ahead inc hosp","34",2022-08-22,2022-09-02,0.975,263,"quantile"
"12 day ahead inc hosp","34",2022-08-22,2022-09-03,0.975,258.025,"quantile"
"13 day ahead inc hosp","34",2022-08-22,2022-09-04,0.975,259,"quantile"
"14 day ahead inc hosp","34",2022-08-22,2022-09-05,0.975,255,"quantile"
"15 day ahead inc hosp","34",2022-08-22,2022-09-06,0.975,257.025,"quantile"
"16 day ahead inc hosp","34",2022-08-22,2022-09-07,0.975,246.025,"quantile"
"17 day ahead inc hosp","34",2022-08-22,2022-09-08,0.975,251.025,"quantile"
"18 day ahead inc hosp","34",2022-08-22,2022-09-09,0.975,249.025,"quantile"
"19 day ahead inc hosp","34",2022-08-22,2022-09-10,0.975,253,"quantile"
"20 day ahead inc hosp","34",2022-08-22,2022-09-11,0.975,258.05,"quantile"
"21 day ahead inc hosp","34",2022-08-22,2022-09-12,0.975,256.05,"quantile"
"22 day ahead inc hosp","34",2022-08-22,2022-09-13,0.975,252.025,"quantile"
"23 day ahead inc hosp","34",2022-08-22,2022-09-14,0.975,250,"quantile"
"24 day ahead inc hosp","34",2022-08-22,2022-09-15,0.975,255,"quantile"
"25 day ahead inc hosp","34",2022-08-22,2022-09-16,0.975,261.05,"quantile"
"26 day ahead inc hosp","34",2022-08-22,2022-09-17,0.975,253,"quantile"
"27 day ahead inc hosp","34",2022-08-22,2022-09-18,0.975,257,"quantile"
"28 day ahead inc hosp","34",2022-08-22,2022-09-19,0.975,253.025,"quantile"
"29 day ahead inc hosp","34",2022-08-22,2022-09-20,0.975,250.025,"quantile"
"30 day ahead inc hosp","34",2022-08-22,2022-09-21,0.975,266.025,"quantile"
"1 day ahead inc hosp","34",2022-08-22,2022-08-23,0.99,284.03,"quantile"
"2 day ahead inc hosp","34",2022-08-22,2022-08-24,0.99,278.02,"quantile"
"3 day ahead inc hosp","34",2022-08-22,2022-08-25,0.99,293.02,"quantile"
"4 day ahead inc hosp","34",2022-08-22,2022-08-26,0.99,283,"quantile"
"5 day ahead inc hosp","34",2022-08-22,2022-08-27,0.99,282,"quantile"
"6 day ahead inc hosp","34",2022-08-22,2022-08-28,0.99,273.01,"quantile"
"7 day ahead inc hosp","34",2022-08-22,2022-08-29,0.99,282.02,"quantile"
"8 day ahead inc hosp","34",2022-08-22,2022-08-30,0.99,280.01,"quantile"
"9 day ahead inc hosp","34",2022-08-22,2022-08-31,0.99,271.08,"quantile"
"10 day ahead inc hosp","34",2022-08-22,2022-09-01,0.99,277.01,"quantile"
"11 day ahead inc hosp","34",2022-08-22,2022-09-02,0.99,288,"quantile"
"12 day ahead inc hosp","34",2022-08-22,2022-09-03,0.99,280.02,"quantile"
"13 day ahead inc hosp","34",2022-08-22,2022-09-04,0.99,283.03,"quantile"
"14 day ahead inc hosp","34",2022-08-22,2022-09-05,0.99,288.01,"quantile"
"15 day ahead inc hosp","34",2022-08-22,2022-09-06,0.99,285.01,"quantile"
"16 day ahead inc hosp","34",2022-08-22,2022-09-07,0.99,271,"quantile"
"17 day ahead inc hosp","34",2022-08-22,2022-09-08,0.99,275.01,"quantile"
"18 day ahead inc hosp","34",2022-08-22,2022-09-09,0.99,288.02,"quantile"
"19 day ahead inc hosp","34",2022-08-22,2022-09-10,0.99,281.01,"quantile"
"20 day ahead inc hosp","34",2022-08-22,2022-09-11,0.99,288.01,"quantile"
"21 day ahead inc hosp","34",2022-08-22,2022-09-12,0.99,279.05,"quantile"
"22 day ahead inc hosp","34",2022-08-22,2022-09-13,0.99,276.02,"quantile"
"23 day ahead inc hosp","34",2022-08-22,2022-09-14,0.99,280.01,"quantile"
"24 day ahead inc hosp","34",2022-08-22,2022-09-15,0.99,276.02,"quantile"
"25 day ahead inc hosp","34",2022-08-22,2022-09-16,0.99,283.01,"quantile"
"26 day ahead inc hosp","34",2022-08-22,2022-09-17,0.99,277.06,"quantile"
"27 day ahead inc hosp","34",2022-08-22,2022-09-18,0.99,292,"quantile"
"28 day ahead inc hosp","34",2022-08-22,2022-09-19,0.99,280.01,"quantile"
"29 day ahead inc hosp","34",2022-08-22,2022-09-20,0.99,286.01,"quantile"
"30 day ahead inc hosp","34",2022-08-22,2022-09-21,0.99,292.02,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.01,4,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.01,4,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.01,4,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.01,4,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.01,4,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.01,4,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.01,3,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.01,3,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.01,3,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.01,3,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.01,3,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.01,3,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.01,2,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.01,2,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.01,2,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.01,2,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.01,2,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.01,2,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.01,2,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.01,2,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.01,1.99,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.01,1.99,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.01,2,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.01,2,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.01,1,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.01,1,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.01,1,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.01,1,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.01,1,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.01,1,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.025,6,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.025,6,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.025,5,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.025,6,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.025,6,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.025,5,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.025,5,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.025,5,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.025,5,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.025,4,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.025,4,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.025,4,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.025,3,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.025,3,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.025,3,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.025,3,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.025,3,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.025,3,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.025,3,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.025,3,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.025,2,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.025,3,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.025,2,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.025,2,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.025,2,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.025,2,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.025,2,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.025,2,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.025,2,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.025,2,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.05,7,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.05,7,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.05,7,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.05,7,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.05,7,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.05,6,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.05,6,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.05,6,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.05,6,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.05,5,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.05,5,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.05,5,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.05,4.95,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.05,5,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.05,4,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.05,4,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.05,4,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.05,4,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.05,4,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.05,4,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.05,3,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.05,3,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.05,3,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.05,3,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.05,3,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.05,3,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.05,3,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.05,2,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.05,3,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.05,2,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.1,9,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.1,9,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.1,8,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.1,8,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.1,8,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.1,8,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.1,8,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.1,7,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.1,7,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.1,7,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.1,7,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.1,6,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.1,6,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.1,6,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.1,5,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.1,5,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.1,5,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.1,5,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.1,5,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.1,5,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.1,5,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.1,5,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.1,4,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.1,4,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.1,4,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.1,4,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.1,4,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.1,4,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.1,4,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.1,3,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.15,10,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.15,10,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.15,9,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.15,10,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.15,10,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.15,9,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.15,9,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.15,8,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.15,8,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.15,8,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.15,8,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.15,7,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.15,7,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.15,7,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.15,6,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.15,6,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.15,6,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.15,6,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.15,6,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.15,6,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.15,6,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.15,6,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.15,5,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.15,5,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.15,5,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.15,5,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.15,5,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.15,5,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.15,4,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.15,4,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.2,11,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.2,11,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.2,10,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.2,11,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.2,10,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.2,10,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.2,10,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.2,9,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.2,9,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.2,9,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.2,9,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.2,8,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.2,8,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.2,8,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.2,7.80000000000001,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.2,7,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.2,7,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.2,7,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.2,7,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.2,7,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.2,6,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.2,6,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.2,6,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.2,6,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.2,6,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.2,5,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.2,5,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.2,5,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.2,5,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.2,5,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.25,12,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.25,12,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.25,11,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.25,11,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.25,11,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.25,11,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.25,10,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.25,10,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.25,10,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.25,9,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.25,10,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.25,9,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.25,9,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.25,9,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.25,8,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.25,8,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.25,8,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.25,8,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.25,7,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.25,8,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.25,7,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.25,7,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.25,7,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.25,7,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.25,6,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.25,6,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.25,6,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.25,6,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.25,6,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.25,6,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.3,13,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.3,13,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.3,12,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.3,12,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.3,12,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.3,12,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.3,11,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.3,11,"quantile"
"9 day ahead inc hosp","35",2022-08-22,2022-08-31,0.3,11,"quantile"
"10 day ahead inc hosp","35",2022-08-22,2022-09-01,0.3,10,"quantile"
"11 day ahead inc hosp","35",2022-08-22,2022-09-02,0.3,10,"quantile"
"12 day ahead inc hosp","35",2022-08-22,2022-09-03,0.3,10,"quantile"
"13 day ahead inc hosp","35",2022-08-22,2022-09-04,0.3,10,"quantile"
"14 day ahead inc hosp","35",2022-08-22,2022-09-05,0.3,9,"quantile"
"15 day ahead inc hosp","35",2022-08-22,2022-09-06,0.3,9,"quantile"
"16 day ahead inc hosp","35",2022-08-22,2022-09-07,0.3,9,"quantile"
"17 day ahead inc hosp","35",2022-08-22,2022-09-08,0.3,9,"quantile"
"18 day ahead inc hosp","35",2022-08-22,2022-09-09,0.3,8,"quantile"
"19 day ahead inc hosp","35",2022-08-22,2022-09-10,0.3,8,"quantile"
"20 day ahead inc hosp","35",2022-08-22,2022-09-11,0.3,8,"quantile"
"21 day ahead inc hosp","35",2022-08-22,2022-09-12,0.3,8,"quantile"
"22 day ahead inc hosp","35",2022-08-22,2022-09-13,0.3,8,"quantile"
"23 day ahead inc hosp","35",2022-08-22,2022-09-14,0.3,7,"quantile"
"24 day ahead inc hosp","35",2022-08-22,2022-09-15,0.3,7.69999999999999,"quantile"
"25 day ahead inc hosp","35",2022-08-22,2022-09-16,0.3,7,"quantile"
"26 day ahead inc hosp","35",2022-08-22,2022-09-17,0.3,7,"quantile"
"27 day ahead inc hosp","35",2022-08-22,2022-09-18,0.3,7,"quantile"
"28 day ahead inc hosp","35",2022-08-22,2022-09-19,0.3,7,"quantile"
"29 day ahead inc hosp","35",2022-08-22,2022-09-20,0.3,6,"quantile"
"30 day ahead inc hosp","35",2022-08-22,2022-09-21,0.3,6,"quantile"
"1 day ahead inc hosp","35",2022-08-22,2022-08-23,0.35,14,"quantile"
"2 day ahead inc hosp","35",2022-08-22,2022-08-24,0.35,14,"quantile"
"3 day ahead inc hosp","35",2022-08-22,2022-08-25,0.35,13,"quantile"
"4 day ahead inc hosp","35",2022-08-22,2022-08-26,0.35,13,"quantile"
"5 day ahead inc hosp","35",2022-08-22,2022-08-27,0.35,13,"quantile"
"6 day ahead inc hosp","35",2022-08-22,2022-08-28,0.35,12,"quantile"
"7 day ahead inc hosp","35",2022-08-22,2022-08-29,0.35,12,"quantile"
"8 day ahead inc hosp","35",2022-08-22,2022-08-30,0.35,12,"quantile"
